SurveyDate,Zone,Bird,Count
2/13/2006,I,Unidentified Gull,1
2/13/2006,I,Western Gull,2
2/13/2006,II,Black Phoebe,1
2/13/2006,II,Black Turnstone,3
2/13/2006,II,Spotted Sandpiper,3
2/13/2006,II,Unidentified Gull,1
2/13/2006,II,Wandering Tattler,2
2/13/2006,II,Western Gull,2
2/13/2006,III,Black Phoebe,1
2/13/2006,III,Black Turnstone,4
2/13/2006,III,Great Blue Heron,1
2/13/2006,III,Great Egret,1
2/13/2006,III,Spotted Sandpiper,3
2/13/2006,III,Unidentified Gull,1
2/13/2006,III,Western Gull,5
2/13/2006,III Boulders,Snowy Egret,2
2/13/2006,III Rocky Outcrop,Black Oystercatcher,2
2/13/2006,III Rocky Outcrop,Pelican,1
2/13/2006,III Rocky Outcrop,Tern,15
2/13/2006,III Rocky Outcrop,Unidentified Gull,48
2/23/2006,I,Western Gull,1
2/23/2006,II,Black Phoebe,1
2/23/2006,II,Great Blue Heron,1
2/23/2006,II,Snowy Egret,2
2/23/2006,II,Spotted Sandpiper,1
2/23/2006,II,Unidentified Gull,2
2/23/2006,II,Wandering Tattler,1
2/23/2006,II,Western Gull,1
2/23/2006,III,Black Phoebe,1
2/23/2006,III,Snowy Egret,4
2/23/2006,III,Spotted Sandpiper,1
2/23/2006,III Rocky Outcrop,Pelican,2
2/23/2006,III Rocky Outcrop,Unidentified Gull,6
2/24/2006,I,Great Blue Heron,1
2/24/2006,I,Snowy Egret,1
2/24/2006,I,Spotted Sandpiper,2
2/24/2006,I,Wandering Tattler,1
2/24/2006,I,Western Gull,4
2/24/2006,II,Black Phoebe,1
2/24/2006,II,Great Blue Heron,1
2/24/2006,II,Spotted Sandpiper,1
2/24/2006,II,Unidentified Gull,1
2/24/2006,II,Western Gull,1
2/24/2006,III,Great Blue Heron,5
2/24/2006,III,Snowy Egret,4
2/24/2006,III,Spotted Sandpiper,1
2/24/2006,III,Unidentified Bird (non-gull),4
2/24/2006,III,Western Gull,4
2/24/2006,III Boulders,Spotted Sandpiper,1
2/24/2006,III Rocky Outcrop,Cormorant,4
2/24/2006,III Rocky Outcrop,Great Blue Heron,2
2/24/2006,III Rocky Outcrop,Unidentified Gull,31
2/27/2006,I,Snowy Egret,2
2/27/2006,I,Spotted Sandpiper,2
2/27/2006,I,Western Gull,1
2/27/2006,II,Black Phoebe,1
2/27/2006,II,Great Blue Heron,1
2/27/2006,II,Snowy Egret,1
2/27/2006,II,Spotted Sandpiper,1
2/27/2006,II,Western Gull,1
2/27/2006,III,Great Blue Heron,4
2/27/2006,III,Great Egret,1
2/27/2006,III,Snowy Egret,4
2/27/2006,III,Unidentified Gull,2
2/27/2006,III,Western Gull,5
2/27/2006,III Rocky Outcrop,Cormorant,3
2/27/2006,III Rocky Outcrop,Pelican,8
2/27/2006,III Rocky Outcrop,Tern,15
2/27/2006,III Rocky Outcrop,Unidentified Gull,56
2/28/2006,I,Black Turnstone,1
2/28/2006,I,Snowy Egret,3
2/28/2006,I,Spotted Sandpiper,1
2/28/2006,I,Western Gull,3
2/28/2006,II,Black Phoebe,1
2/28/2006,II,Great Egret,1
2/28/2006,II,Ring-Billed Gull,1
2/28/2006,II,Unidentified Gull,1
2/28/2006,III,Great Blue Heron,1
2/28/2006,III,Snowy Egret,4
2/28/2006,III,Wandering Tattler,1
2/28/2006,III,Western Gull,1
2/28/2006,III Rocky Outcrop,Ring-Billed Gull,1
2/28/2006,III Rocky Outcrop,Snowy Egret,1
2/28/2006,III Rocky Outcrop,Unidentified Gull,14
2/28/2006,III Rocky Outcrop,Western Gull,11
3/9/2006,I,Black Turnstone,1
3/9/2006,I,Spotted Sandpiper,3
3/9/2006,I,Western Gull,4
3/9/2006,II,Black Phoebe,1
3/9/2006,II,Snowy Egret,2
3/9/2006,II,Spotted Sandpiper,3
3/9/2006,II,Unidentified Gull,1
3/9/2006,II,Western Gull,1
3/9/2006,III,Great Blue Heron,2
3/9/2006,III,Great Egret,1
3/9/2006,III,Snowy Egret,3
3/9/2006,III,Spotted Sandpiper,1
3/9/2006,III,Western Gull,1
3/9/2006,III Boulders,Snowy Egret,2
3/9/2006,III Rocky Outcrop,Cormorant,1
3/9/2006,III Rocky Outcrop,Great Blue Heron,1
3/9/2006,III Rocky Outcrop,Pelican,19
3/9/2006,III Rocky Outcrop,Tern,1
3/9/2006,III Rocky Outcrop,Unidentified Gull,130
3/10/2006,I,Black Turnstone,1
3/10/2006,I,Say's Phoebe,1
3/10/2006,I,Spotted Sandpiper,1
3/10/2006,I,Western Gull,1
3/10/2006,II,Black Phoebe,1
3/10/2006,II,Snowy Egret,4
3/10/2006,II,Spotted Sandpiper,1
3/10/2006,II,Unidentified Gull,5
3/10/2006,II,Western Gull,1
3/10/2006,III,Black Phoebe,1
3/10/2006,III,Great Blue Heron,5
3/10/2006,III,Great Egret,2
3/10/2006,III,Snowy Egret,4
3/10/2006,III,Unidentified Gull,4
3/10/2006,III,Western Gull,5
3/10/2006,III Rocky Outcrop,Pelican,11
3/10/2006,III Rocky Outcrop,Tern,3
3/10/2006,III Rocky Outcrop,Unidentified Gull,230
3/12/2006,I,Snowy Egret,1
3/12/2006,I,Spotted Sandpiper,1
3/12/2006,I,Unidentified Gull,1
3/12/2006,II,Black Phoebe,2
3/12/2006,II,Black Turnstone,2
3/12/2006,II,Snowy Egret,1
3/12/2006,II,Spotted Sandpiper,1
3/12/2006,II,Wandering Tattler,1
3/12/2006,II,Western Gull,1
3/12/2006,III,Black Phoebe,1
3/12/2006,III,Great Blue Heron,4
3/12/2006,III,Great Egret,2
3/12/2006,III,Spotted Sandpiper,3
3/12/2006,III,Western Gull,1
3/12/2006,III Rocky Outcrop,Pelican,4
3/12/2006,III Rocky Outcrop,Tern,13
3/12/2006,III Rocky Outcrop,Unidentified Gull,66
3/13/2006,I,Black Turnstone,1
3/13/2006,I,Say's Phoebe,1
3/13/2006,I,Spotted Sandpiper,1
3/13/2006,I,Western Gull,2
3/13/2006,II,Black Phoebe,1
3/13/2006,II,Black Turnstone,3
3/13/2006,II,Snowy Egret,1
3/13/2006,II,Spotted Sandpiper,1
3/13/2006,II,Wandering Tattler,2
3/13/2006,II,Western Gull,1
3/13/2006,III,Great Blue Heron,2
3/13/2006,III,Spotted Sandpiper,1
3/13/2006,III,Unidentified Bird (non-gull),1
3/13/2006,III,Unidentified Gull,2
3/13/2006,III,Western Gull,10
3/13/2006,III Rocky Outcrop,Cormorant,2
3/13/2006,III Rocky Outcrop,Pelican,15
3/13/2006,III Rocky Outcrop,Tern,2
3/13/2006,III Rocky Outcrop,Unidentified Gull,35
3/14/2006,I,Black Turnstone,2
3/14/2006,I,Spotted Sandpiper,1
3/14/2006,I,Wandering Tattler,1
3/14/2006,I,Western Gull,1
3/14/2006,II,Black Phoebe,2
3/14/2006,II,Black Turnstone,5
3/14/2006,II,Great Blue Heron,1
3/14/2006,II,Spotted Sandpiper,2
3/14/2006,II,Wandering Tattler,1
3/14/2006,II,Western Gull,2
3/14/2006,III,Black Phoebe,1
3/14/2006,III,Great Blue Heron,1
3/14/2006,III,Snowy Egret,1
3/14/2006,III,Spotted Sandpiper,4
3/14/2006,III,Western Gull,3
3/14/2006,III Boulders,Great Blue Heron,1
3/14/2006,III Boulders,Snowy Egret,1
3/14/2006,III Rocky Outcrop,Pelican,4
3/14/2006,III Rocky Outcrop,Tern,17
3/14/2006,III Rocky Outcrop,Unidentified Gull,32
3/23/2006,I,Black Turnstone,2
3/23/2006,I,Say's Phoebe,1
3/23/2006,I,Spotted Sandpiper,3
3/23/2006,II,Black Phoebe,1
3/23/2006,II,Black Turnstone,4
3/23/2006,II,Least Sandpiper,1
3/23/2006,II,Spotted Sandpiper,3
3/23/2006,II,Western Gull,1
3/23/2006,II,Willet,1
3/23/2006,III,Black Phoebe,1
3/23/2006,III,Great Blue Heron,1
3/23/2006,III,Spotted Sandpiper,2
3/23/2006,III,Western Gull,2
3/23/2006,III Boulders,Wandering Tattler,1
3/23/2006,III Rocky Outcrop,Great Blue Heron,1
3/23/2006,III Rocky Outcrop,Great Egret,1
3/23/2006,III Rocky Outcrop,Pelican,4
3/23/2006,III Rocky Outcrop,Tern,6
3/23/2006,III Rocky Outcrop,Unidentified Gull,85
3/25/2006,I,Spotted Sandpiper,1
3/25/2006,I,Western Gull,2
3/25/2006,II,Black Turnstone,1
3/25/2006,II,Least Sandpiper,4
3/25/2006,II,Snowy Egret,1
3/25/2006,III,Great Blue Heron,2
3/25/2006,III,Great Egret,1
3/25/2006,III,Western Gull,2
3/25/2006,III Boulders,Snowy Egret,1
3/25/2006,III Rocky Outcrop,Cormorant,2
3/25/2006,III Rocky Outcrop,Tern,2
3/25/2006,III Rocky Outcrop,Unidentified Gull,110
3/28/2006,I,Black Phoebe,1
3/28/2006,I,Spotted Sandpiper,2
3/28/2006,I,Western Gull,2
3/28/2006,II,Black Turnstone,5
3/28/2006,II,Least Sandpiper,5
3/28/2006,II,Spotted Sandpiper,1
3/28/2006,II,Western Gull,2
3/28/2006,III,Unidentified Gull,15
3/28/2006,III,Western Gull,6
3/28/2006,III Rocky Outcrop,Pelican,13
3/28/2006,III Rocky Outcrop,Unidentified Gull,80
4/7/2006,I,Black Turnstone,1
4/7/2006,I,Spotted Sandpiper,1
4/7/2006,I,Willet,1
4/7/2006,II,Black Phoebe,3
4/7/2006,II,Spotted Sandpiper,1
4/7/2006,II,Western Gull,2
4/7/2006,III,Least Sandpiper,2
4/7/2006,III,Marbled Godwit,1
4/7/2006,III,Spotted Sandpiper,4
4/7/2006,III,Unidentified Gull,1
4/7/2006,III,Wandering Tattler,1
4/7/2006,III,Western Gull,2
4/7/2006,III,Whimbrel,1
4/7/2006,III Rocky Outcrop,Black Oystercatcher,2
4/7/2006,III Rocky Outcrop,Tern,7
4/7/2006,III Rocky Outcrop,Unidentified Gull,85
4/8/2006,I,Black Turnstone,2
4/8/2006,I,Spotted Sandpiper,1
4/8/2006,I,Whimbrel,1
4/8/2006,I,Willet,1
4/8/2006,II,Marbled Godwit,1
4/8/2006,II,Spotted Sandpiper,1
4/8/2006,II,Western Gull,2
4/8/2006,II,Whimbrel,3
4/8/2006,III,European Starling,2
4/8/2006,III,Least Sandpiper,4
4/8/2006,III,Snowy Egret,1
4/8/2006,III,Spotted Sandpiper,4
4/8/2006,III,Unidentified Gull,2
4/8/2006,III,Wandering Tattler,2
4/8/2006,III,Whimbrel,2
4/8/2006,III Rocky Outcrop,Double Crested Cormorant,3
4/8/2006,III Rocky Outcrop,Pelican,21
4/8/2006,III Rocky Outcrop,Unidentified Gull,55
4/21/2006,I,Spotted Sandpiper,1
4/21/2006,I,Wandering Tattler,1
4/21/2006,II,Spotted Sandpiper,2
4/21/2006,II,Wandering Tattler,1
4/21/2006,II,Western Gull,1
4/21/2006,II,Whimbrel,1
4/21/2006,III,Great Blue Heron,1
4/21/2006,III,Wandering Tattler,1
4/21/2006,III,Western Gull,1
4/21/2006,III Boulders,Snowy Egret,1
4/21/2006,III Boulders,Whimbrel,1
4/21/2006,III Rocky Outcrop,Pelican,35
4/21/2006,III Rocky Outcrop,Snowy Egret,4
4/21/2006,III Rocky Outcrop,Tern,17
4/21/2006,III Rocky Outcrop,Unidentified Gull,50
4/22/2006,I,Western Gull,1
4/22/2006,II,Western Gull,2
4/22/2006,III,Great Blue Heron,1
4/22/2006,III,Snowy Egret,2
4/22/2006,III,Spotted Sandpiper,4
4/22/2006,III,Unidentified Gull,2
4/22/2006,III,Western Gull,1
4/22/2006,III,Western Sandpiper,2
4/22/2006,III Boulders,Wandering Tattler,1
4/22/2006,III Rocky Outcrop,Pelican,32
4/22/2006,III Rocky Outcrop,Unidentified Gull,150
4/23/2006,I,Wandering Tattler,1
4/23/2006,I,Western Gull,5
4/23/2006,II,Wandering Tattler,1
4/23/2006,II,Western Gull,2
4/23/2006,III,Great Blue Heron,1
4/23/2006,III,Snowy Egret,2
4/23/2006,III,Spotted Sandpiper,1
4/23/2006,III,Wandering Tattler,2
4/23/2006,III,Western Gull,1
4/23/2006,III,Whimbrel,1
4/23/2006,III Boulders,Great Blue Heron,1
4/23/2006,III Boulders,Herring Gull,1
4/23/2006,III Boulders,Snowy Egret,2
4/23/2006,III Boulders,Tern,9
4/23/2006,III Boulders,Western Gull,2
4/23/2006,III Boulders,Whimbrel,1
4/23/2006,III Rocky Outcrop,Cormorant,2
4/23/2006,III Rocky Outcrop,Pelican,42
4/23/2006,III Rocky Outcrop,Unidentified Gull,250
4/25/2006,I,Unidentified Gull,2
4/25/2006,II,Black Phoebe,2
4/25/2006,II,Spotted Sandpiper,1
4/25/2006,II,Wandering Tattler,3
4/25/2006,II,Western Gull,3
4/25/2006,II,Whimbrel,3
4/25/2006,III,Great Blue Heron,1
4/25/2006,III,Unidentified Gull,14
4/25/2006,III,Western Gull,6
5/20/2006,I,Western Gull,1
5/20/2006,II,Whimbrel,1
5/20/2006,III,Great Blue Heron,2
5/20/2006,III,Spotted Sandpiper,1
5/20/2006,III,Tern,2
5/20/2006,III,Unidentified Gull,5
5/20/2006,III,Western Gull,18
5/20/2006,III Rocky Outcrop,Pelican,22
5/20/2006,III Rocky Outcrop,Unidentified Bird (non-gull),3
5/20/2006,III Rocky Outcrop,Unidentified Gull,80
10/6/2006,I,Spotted Sandpiper,1
10/6/2006,I,Western Gull,2
10/6/2006,II,Black Phoebe,2
10/6/2006,II,Snowy Egret,1
10/6/2006,II,Spotted Sandpiper,1
10/6/2006,II,Unidentified Gull,2
10/6/2006,II,Wandering Tattler,1
10/6/2006,II,Whimbrel,1
10/6/2006,III,Great Egret,1
10/6/2006,III,Kingfisher,1
10/6/2006,III,Snowy Egret,4
10/6/2006,III,Spotted Sandpiper,3
10/6/2006,III,Wandering Tattler,1
10/6/2006,III,Western Gull,4
10/6/2006,III,Whimbrel,1
10/6/2006,III,Willet,3
10/6/2006,III Rocky Outcrop,Cormorant,1
10/6/2006,III Rocky Outcrop,Snowy Egret,2
10/6/2006,III Rocky Outcrop,Tern,5
10/6/2006,III Rocky Outcrop,Unidentified Gull,5
11/3/2006,I,Black Phoebe,1
11/3/2006,I,Spotted Sandpiper,2
11/3/2006,I,Western Gull,2
11/3/2006,II,Black Phoebe,2
11/3/2006,II,Snowy Egret,1
11/3/2006,II,Spotted Sandpiper,2
11/3/2006,II,Unidentified Gull,1
11/3/2006,II,Wandering Tattler,1
11/3/2006,II,Western Gull,1
11/3/2006,II,Willet,1
11/3/2006,III,Black Phoebe,2
11/3/2006,III,Great Egret,1
11/3/2006,III,Say's Phoebe,1
11/3/2006,III,Snowy Egret,4
11/3/2006,III,Spotted Sandpiper,2
11/3/2006,III,Western Gull,2
11/3/2006,III Rocky Outcrop,Cormorant,1
11/3/2006,III Rocky Outcrop,Tern,19
11/3/2006,III Rocky Outcrop,Unidentified Gull,28
11/4/2006,I,Black Phoebe,1
11/4/2006,I,Spotted Sandpiper,2
11/4/2006,I,Wandering Tattler,1
11/4/2006,I,Western Gull,1
11/4/2006,II,Black Phoebe,2
11/4/2006,II,Snowy Egret,1
11/4/2006,II,Spotted Sandpiper,1
11/4/2006,II,Wandering Tattler,1
11/4/2006,II,Western Gull,2
11/4/2006,III,Snowy Egret,1
11/4/2006,III,Spotted Sandpiper,1
11/4/2006,III,Unidentified Gull,1
11/4/2006,III,Western Gull,8
11/4/2006,III Rocky Outcrop,Cormorant,1
11/4/2006,III Rocky Outcrop,Pelican,5
11/4/2006,III Rocky Outcrop,Snowy Egret,2
11/4/2006,III Rocky Outcrop,Tern,20
11/4/2006,III Rocky Outcrop,Unidentified Gull,60
11/5/2006,I,Black Turnstone,12
11/5/2006,I,Snowy Egret,1
11/5/2006,I,Spotted Sandpiper,1
11/5/2006,I,Western Gull,2
11/5/2006,II,Spotted Sandpiper,1
11/5/2006,II,Unidentified Gull,1
11/5/2006,II,Western Gull,3
11/5/2006,III,Great Blue Heron,1
11/5/2006,III,Snowy Egret,5
11/5/2006,III,Spotted Sandpiper,1
11/5/2006,III,Unidentified Bird (non-gull),1
11/5/2006,III,Unidentified Gull,2
11/5/2006,III,Western Gull,6
11/5/2006,III Rocky Outcrop,Pelican,3
11/5/2006,III Rocky Outcrop,Spotted Sandpiper,2
11/5/2006,III Rocky Outcrop,Tern,27
11/5/2006,III Rocky Outcrop,Unidentified Gull,54
11/19/2006,I,Black Turnstone,2
11/19/2006,I,Spotted Sandpiper,2
11/19/2006,I,Western Gull,1
11/19/2006,II,Black Phoebe,2
11/19/2006,II,Spotted Sandpiper,2
11/19/2006,III,Black Phoebe,1
11/19/2006,III,Black-Bellied Plover,1
11/19/2006,III,Spotted Sandpiper,1
11/19/2006,III,Wandering Tattler,1
11/19/2006,III,Western Gull,2
11/19/2006,III,Whimbrel,1
11/19/2006,III,Willet,2
11/19/2006,III Boulders,Great Blue Heron,1
11/19/2006,III Rocky Outcrop,Pelican,9
11/19/2006,III Rocky Outcrop,Snowy Egret,1
11/19/2006,III Rocky Outcrop,Tern,10
11/19/2006,III Rocky Outcrop,Unidentified Gull,58
11/20/2006,I,Black Phoebe,1
11/20/2006,I,Black Turnstone,7
11/20/2006,I,Spotted Sandpiper,3
11/20/2006,I,Western Gull,1
11/20/2006,II,Black Turnstone,11
11/20/2006,II,Great Blue Heron,1
11/20/2006,II,Snowy Egret,1
11/20/2006,II,Unidentified Gull,4
11/20/2006,II,Wandering Tattler,1
11/20/2006,II,Western Gull,2
11/20/2006,III,Black Phoebe,1
11/20/2006,III,Marbled Godwit,3
11/20/2006,III,Snowy Egret,4
11/20/2006,III,Unidentified Gull,1
11/20/2006,III,Western Gull,3
11/20/2006,III,Whimbrel,1
11/20/2006,III,Willet,5
11/20/2006,III Rocky Outcrop,Tern,5
11/20/2006,III Rocky Outcrop,Unidentified Gull,75
12/1/2006,I,Black Phoebe,1
12/1/2006,I,Pelagic Cormorant,1
12/1/2006,I,Ruddy Turnstone,2
12/1/2006,I,Snowy Egret,1
12/1/2006,I,Spotted Sandpiper,2
12/1/2006,I,Western Gull,2
12/1/2006,I,Willet,1
12/1/2006,II,Black Phoebe,2
12/1/2006,II,Snowy Egret,1
12/1/2006,II,Spotted Sandpiper,2
12/1/2006,II,Wandering Tattler,2
12/1/2006,II,Western Gull,3
12/1/2006,III,Black Phoebe,1
12/1/2006,III,Great Blue Heron,1
12/1/2006,III,Great Egret,2
12/1/2006,III,Sanderling,5
12/1/2006,III,Snowy Egret,1
12/1/2006,III,Western Gull,7
12/1/2006,III Boulders,Snowy Egret,1
12/1/2006,III Rocky Outcrop,Pelican,4
12/1/2006,III Rocky Outcrop,Tern,7
12/1/2006,III Rocky Outcrop,Unidentified Gull,120
12/2/2006,I,Black Phoebe,1
12/2/2006,II,Black Phoebe,2
12/2/2006,II,Great Blue Heron,1
12/2/2006,II,Snowy Egret,1
12/2/2006,II,Spotted Sandpiper,1
12/2/2006,II,Western Gull,3
12/2/2006,III,Great Blue Heron,1
12/2/2006,III,Great Egret,1
12/2/2006,III,Marbled Godwit,1
12/2/2006,III,Snowy Egret,5
12/2/2006,III,Western Gull,9
12/2/2006,III,Willet,1
12/2/2006,III Boulders,Snowy Egret,1
12/2/2006,III Rocky Outcrop,Pelican,5
12/2/2006,III Rocky Outcrop,Tern,2
12/2/2006,III Rocky Outcrop,Unidentified Gull,125
12/3/2006,I,Black Turnstone,35
12/3/2006,I,Ruddy Turnstone,2
12/3/2006,I,Snowy Egret,1
12/3/2006,I,Spotted Sandpiper,3
12/3/2006,I,Wandering Tattler,1
12/3/2006,II,Black Phoebe,1
12/3/2006,II,Spotted Sandpiper,1
12/3/2006,II,Wandering Tattler,1
12/3/2006,II,Western Gull,1
12/3/2006,III,Black Turnstone,1
12/3/2006,III,Great Egret,2
12/3/2006,III,Snowy Egret,1
12/3/2006,III,Unidentified Gull,6
12/3/2006,III,Wandering Tattler,1
12/3/2006,III,Western Gull,8
12/3/2006,III Rocky Outcrop,Cormorant,2
12/3/2006,III Rocky Outcrop,Pelican,6
12/3/2006,III Rocky Outcrop,Tern,8
12/3/2006,III Rocky Outcrop,Unidentified Gull,135
12/4/2006,I,Black Phoebe,2
12/4/2006,I,Black Turnstone,35
12/4/2006,I,Ruddy Turnstone,3
12/4/2006,I,Snowy Egret,2
12/4/2006,I,Spotted Sandpiper,2
12/4/2006,I,Wandering Tattler,2
12/4/2006,I,Western Gull,1
12/4/2006,I,Willet,1
12/4/2006,II,Black Phoebe,1
12/4/2006,II,Great Blue Heron,2
12/4/2006,II,Snowy Egret,1
12/4/2006,II,Spotted Sandpiper,2
12/4/2006,II,Western Gull,3
12/4/2006,III,Black Phoebe,1
12/4/2006,III,Great Egret,2
12/4/2006,III,Snowy Egret,3
12/4/2006,III,Spotted Sandpiper,1
12/4/2006,III,Unidentified Gull,1
12/4/2006,III,Western Gull,5
12/4/2006,III Boulders,Snowy Egret,1
12/4/2006,III Boulders,Willet,2
12/4/2006,III Rocky Outcrop,Pelican,8
12/4/2006,III Rocky Outcrop,Tern,9
12/4/2006,III Rocky Outcrop,Unidentified Gull,230
12/17/2006,I,Black Phoebe,2
12/17/2006,I,Black Turnstone,1
12/17/2006,I,Snowy Egret,1
12/17/2006,I,Spotted Sandpiper,5
12/17/2006,I,Wandering Tattler,1
12/17/2006,II,Black Phoebe,1
12/17/2006,II,Black Turnstone,4
12/17/2006,II,Great Blue Heron,1
12/17/2006,II,Snowy Egret,2
12/17/2006,II,Spotted Sandpiper,1
12/17/2006,II,Wandering Tattler,1
12/17/2006,III,Pelican,1
12/17/2006,III,Spotted Sandpiper,1
12/17/2006,III,Wandering Tattler,1
12/17/2006,III,Western Gull,1
12/17/2006,III,Willet,3
12/17/2006,III Boulders,Brown Pelican,1
12/17/2006,III Boulders,Unidentified Gull,2
12/17/2006,III Boulders,Western Gull,1
12/17/2006,III Rocky Outcrop,Pelican,2
12/17/2006,III Rocky Outcrop,Snowy Egret,1
12/17/2006,III Rocky Outcrop,Tern,5
12/17/2006,III Rocky Outcrop,Unidentified Gull,30
12/18/2006,I,Black Turnstone,4
12/18/2006,I,Great Blue Heron,1
12/18/2006,I,Spotted Sandpiper,4
12/18/2006,II,Black Phoebe,1
12/18/2006,II,Black Turnstone,10
12/18/2006,II,Snowy Egret,1
12/18/2006,II,Spotted Sandpiper,3
12/18/2006,II,Wandering Tattler,1
12/18/2006,II,Whimbrel,1
12/18/2006,II,Willet,1
12/18/2006,III,Black Phoebe,1
12/18/2006,III,Black-Bellied Plover,1
12/18/2006,III,Great Blue Heron,1
12/18/2006,III,Marbled Godwit,1
12/18/2006,III,Snowy Egret,1
12/18/2006,III,Spotted Sandpiper,3
12/18/2006,III,Unidentified Gull,2
12/18/2006,III,Wandering Tattler,1
12/18/2006,III,Western Gull,9
12/18/2006,III,Willet,2
12/18/2006,III Rocky Outcrop,Pelican,3
12/18/2006,III Rocky Outcrop,Tern,14
12/18/2006,III Rocky Outcrop,Unidentified Gull,50
12/19/2006,I,Black Turnstone,1
12/19/2006,I,Great Blue Heron,1
12/19/2006,I,Spotted Sandpiper,4
12/19/2006,I,Wandering Tattler,1
12/19/2006,I,Western Gull,1
12/19/2006,II,Black Phoebe,1
12/19/2006,II,Black Turnstone,5
12/19/2006,II,Pelagic Cormorant,1
12/19/2006,II,Spotted Sandpiper,1
12/19/2006,II,Wandering Tattler,2
12/19/2006,II,Western Gull,1
12/19/2006,III,Black-Bellied Plover,1
12/19/2006,III,Great Blue Heron,1
12/19/2006,III,Great Egret,1
12/19/2006,III,Snowy Egret,3
12/19/2006,III,Unidentified Gull,5
12/19/2006,III,Wandering Tattler,4
12/19/2006,III,Western Gull,5
12/19/2006,III Boulders,Willet,1
12/19/2006,III Rocky Outcrop,Tern,20
12/19/2006,III Rocky Outcrop,Unidentified Gull,140
12/31/2006,I,Spotted Sandpiper,2
12/31/2006,II,Black Phoebe,1
12/31/2006,II,Black Turnstone,5
12/31/2006,II,Ruddy Turnstone,1
12/31/2006,II,Spotted Sandpiper,1
12/31/2006,II,Wandering Tattler,2
12/31/2006,II,Whimbrel,1
12/31/2006,II,Willet,1
12/31/2006,III,Great Blue Heron,2
12/31/2006,III,Snowy Egret,4
12/31/2006,III,Spotted Sandpiper,1
12/31/2006,III,Unidentified Gull,3
12/31/2006,III,Western Gull,3
12/31/2006,III Rocky Outcrop,Pelican,11
12/31/2006,III Rocky Outcrop,Unidentified Gull,100
1/1/2007,I,Spotted Sandpiper,2
1/1/2007,I,Western Gull,1
1/1/2007,II,Black Phoebe,3
1/1/2007,II,Great Blue Heron,1
1/1/2007,II,Spotted Sandpiper,1
1/1/2007,II,Western Gull,3
1/1/2007,III,Great Blue Heron,1
1/1/2007,III,Great Egret,2
1/1/2007,III,Snowy Egret,1
1/1/2007,III,Unidentified Gull,3
1/1/2007,III,Western Gull,5
1/1/2007,III Rocky Outcrop,Pelican,3
1/1/2007,III Rocky Outcrop,Tern,10
1/1/2007,III Rocky Outcrop,Unidentified Gull,130
1/3/2007,I,Black Turnstone,13
1/3/2007,I,Snowy Egret,2
1/3/2007,I,Spotted Sandpiper,2
1/3/2007,I,Wandering Tattler,1
1/3/2007,I,Western Gull,2
1/3/2007,I,Willet,1
1/3/2007,II,Black Phoebe,1
1/3/2007,II,Great Blue Heron,2
1/3/2007,II,Spotted Sandpiper,1
1/3/2007,II,Unidentified Gull,2
1/3/2007,II,Wandering Tattler,1
1/3/2007,II,Western Gull,1
1/3/2007,III,Black Phoebe,1
1/3/2007,III,Great Egret,1
1/3/2007,III,Snowy Egret,2
1/3/2007,III,Spotted Sandpiper,2
1/3/2007,III,Western Gull,9
1/3/2007,III Rocky Outcrop,Cormorant,1
1/3/2007,III Rocky Outcrop,Great Egret,1
1/3/2007,III Rocky Outcrop,Tern,22
1/3/2007,III Rocky Outcrop,Unidentified Gull,30
1/15/2007,I,Black Phoebe,2
1/15/2007,I,Snowy Egret,1
1/15/2007,I,Spotted Sandpiper,2
1/15/2007,I,Wandering Tattler,2
1/15/2007,I,Western Gull,1
1/15/2007,II,Black Turnstone,1
1/15/2007,II,Great Egret,1
1/15/2007,II,Spotted Sandpiper,2
1/15/2007,II,Unidentified Gull,1
1/15/2007,II,Western Gull,4
1/15/2007,III,Black Phoebe,1
1/15/2007,III,Great Blue Heron,1
1/15/2007,III,Great Egret,3
1/15/2007,III,Snowy Egret,2
1/15/2007,III,Spotted Sandpiper,1
1/15/2007,III,Western Gull,2
1/15/2007,III,Willet,4
1/15/2007,III Boulders,Snowy Egret,1
1/15/2007,III Rocky Outcrop,Tern,12
1/15/2007,III Rocky Outcrop,Unidentified Bird (non-gull),1
1/15/2007,III Rocky Outcrop,Unidentified Gull,135
1/16/2007,I,Black Phoebe,1
1/16/2007,I,Great Blue Heron,1
1/16/2007,I,Snowy Egret,2
1/16/2007,I,Spotted Sandpiper,3
1/16/2007,I,Wandering Tattler,1
1/16/2007,I,Western Gull,1
1/16/2007,II,Great Egret,1
1/16/2007,II,Spotted Sandpiper,2
1/16/2007,II,Unidentified Bird (non-gull),1
1/16/2007,II,Western Gull,3
1/16/2007,III,Great Blue Heron,1
1/16/2007,III,Great Egret,1
1/16/2007,III,Snowy Egret,2
1/16/2007,III,Spotted Sandpiper,1
1/16/2007,III,Unidentified Gull,1
1/16/2007,III,Western Gull,5
1/16/2007,III,Willet,1
1/16/2007,III Rocky Outcrop,Snowy Egret,1
1/16/2007,III Rocky Outcrop,Tern,16
1/16/2007,III Rocky Outcrop,Unidentified Gull,115
1/18/2007,I,Black Turnstone,2
1/18/2007,I,Spotted Sandpiper,1
1/18/2007,I,Wandering Tattler,1
1/18/2007,I,Western Gull,1
1/18/2007,II,Great Blue Heron,1
1/18/2007,II,Great Egret,2
1/18/2007,II,Snowy Egret,2
